Rank	Train Score	Test Score	Best Features
36	0.8591115216661068	0.8566785912228548	['cat__eVitals_29_Not Applicable', 'cat__eScene_08_Not Applicable', 'cat__eVitals_20_No verbal/vocal response (All Age Groups)', 'cat__NasemsoRegion_East          ', 'cat__eDisposition_17_Emergent (Immediate Response)', 'cat__eMedications_02_9923001', 'cat__USCensusRegion_South    ', 'cat__eVitals_21_Obeys commands (>2Years); Appropriate response to stimulation', 'cat__USCensusRegion_Midwest  ', 'cat__eProcedures_02_9923001', 'cat__USCensusRegion_Midwest  ', 'cat__eMedications_02_Not Applicable', 'cat__eMedications_02_Not Applicable', 'cat__USCensusRegion_         ', 'cat__eVitals_19_8801023', 'cat__USCensusRegion_         ', 'cat__eVitals_31_8801019', 'cat__eArrest_05_9923003', 'cat__eProcedures_02_Not Applicable', 'cat__eVitals_31_Not Applicable', 'cat__eSituation_07_Not Recorded', 'num__eVitals_12', 'cat__eVitals_27_8801023', 'cat__eSituation_08_Not Recorded', 'cat__NasemsoRegion_Western Plains', 'cat__ePatient_16_Years', 'cat__eDisposition_16_Air Medical-Fixed Wing', 'cat__ePatient_16_Years', 'cat__eResponse_23_Emergent (Immediate Response)', 'cat__eResponse_07_Ground Transport', 'cat__eOther_05_9923001.0', 'cat__eProtocol_02_3602003.0', 'cat__eResponse_08_None/No Delay', 'cat__eInjury_04_Not Recorded', 'cat__eOther_05_9923003.0', 'cat__eVitals_02_9923001']
37	0.8585992610010077	0.855973194941301	['cat__eVitals_29_Not Applicable', 'cat__eScene_08_Not Applicable', 'cat__eVitals_20_No verbal/vocal response (All Age Groups)', 'cat__NasemsoRegion_East          ', 'cat__eDisposition_17_Emergent (Immediate Response)', 'cat__eMedications_02_9923001', 'cat__USCensusRegion_South    ', 'cat__eVitals_21_Obeys commands (>2Years); Appropriate response to stimulation', 'cat__USCensusRegion_Midwest  ', 'cat__eProcedures_02_9923001', 'cat__USCensusRegion_Midwest  ', 'cat__eMedications_02_Not Applicable', 'cat__eMedications_02_Not Applicable', 'cat__USCensusDivision_                  ', 'cat__eVitals_19_8801023', 'cat__USCensusDivision_                  ', 'cat__eVitals_31_8801019', 'cat__eArrest_05_9923003', 'cat__eProcedures_02_Not Applicable', 'cat__eVitals_31_Not Applicable', 'cat__eSituation_07_Not Recorded', 'num__eVitals_12', 'cat__eVitals_27_8801023', 'cat__eSituation_08_Not Recorded', 'cat__NasemsoRegion_Western Plains', 'cat__ePatient_16_Years', 'cat__eDisposition_16_Air Medical-Fixed Wing', 'cat__ePatient_16_Years', 'cat__eResponse_07_2207003   ', 'cat__eProtocol_02_3602003.0', 'cat__eOther_05_9923001.0', 'cat__eResponse_08_None/No Delay', 'cat__eResponse_08_None/No Delay', 'cat__eInjury_04_Not Recorded', 'cat__eProtocol_02_3602003.0', 'cat__eInjury_03_Not Recorded', 'cat__eInjury_04_Not Recorded']
38	0.8592290896876049	0.8562755076333954	['cat__eVitals_29_Not Applicable', 'cat__eScene_08_Not Applicable', 'cat__eVitals_20_No verbal/vocal response (All Age Groups)', 'cat__NasemsoRegion_East          ', 'cat__eDisposition_17_Emergent (Immediate Response)', 'cat__eMedications_02_9923001', 'cat__USCensusRegion_South    ', 'cat__eVitals_21_Obeys commands (>2Years); Appropriate response to stimulation', 'cat__USCensusRegion_Midwest  ', 'cat__eProcedures_02_9923001', 'cat__USCensusRegion_Midwest  ', 'cat__eMedications_02_Not Applicable', 'cat__eMedications_02_Not Applicable', 'cat__USCensusRegion_         ', 'cat__eVitals_19_8801023', 'cat__USCensusDivision_                  ', 'cat__eVitals_31_8801019', 'cat__eArrest_05_9923003', 'cat__eProcedures_02_Not Applicable', 'cat__eVitals_31_Not Applicable', 'cat__eSituation_07_Not Recorded', 'num__eVitals_12', 'cat__eVitals_27_8801023', 'cat__eSituation_08_Not Recorded', 'cat__NasemsoRegion_Western Plains', 'cat__ePatient_16_Years', 'cat__eDisposition_16_Air Medical-Fixed Wing', 'cat__ePatient_16_Years', 'cat__Urbanicity_Urban     ', 'cat__eVitals_02_9923001', 'cat__eProtocol_02_3602003.0', 'cat__eResponse_08_None/No Delay', 'cat__eOther_05_9923001.0', 'cat__eInjury_04_Not Recorded', 'cat__eVitals_02_9923001', 'cat__eScene_07_Not Recorded', 'cat__ePatient_14_2514011.0', 'cat__ePatient_14_2514011.0']
39	0.8590275445078939	0.85657782032549	['cat__eVitals_29_Not Applicable', 'cat__eScene_08_Not Applicable', 'cat__eVitals_20_No verbal/vocal response (All Age Groups)', 'cat__NasemsoRegion_East          ', 'cat__eDisposition_17_Emergent (Immediate Response)', 'cat__eMedications_02_9923001', 'cat__USCensusRegion_South    ', 'cat__eVitals_21_Obeys commands (>2Years); Appropriate response to stimulation', 'cat__USCensusRegion_Midwest  ', 'cat__eProcedures_02_9923001', 'cat__USCensusRegion_Midwest  ', 'cat__eMedications_02_Not Applicable', 'cat__eMedications_02_Not Applicable', 'cat__NasemsoRegion_              ', 'cat__eVitals_19_8801023', 'cat__USCensusDivision_                  ', 'cat__eVitals_31_8801019', 'cat__eArrest_05_9923003', 'cat__eProcedures_02_Not Applicable', 'cat__eVitals_31_Not Applicable', 'cat__eSituation_07_Not Recorded', 'cat__eVitals_19_Incomprehensible sounds (>2 Years); Inconsolable, agitated', 'cat__eVitals_27_8801023', 'cat__eSituation_08_Not Recorded', 'cat__NasemsoRegion_Western Plains', 'cat__ePatient_16_Years', 'cat__eDisposition_16_Air Medical-Fixed Wing', 'cat__ePatient_16_Years', 'cat__eResponse_07_2207003   ', 'cat__eProtocol_02_3602003.0', 'cat__eOther_05_9923001.0', 'cat__eResponse_08_None/No Delay', 'cat__eResponse_23_Emergent (Immediate Response)', 'cat__eInjury_04_Not Recorded', 'cat__eOther_05_9923001.0', 'cat__eVitals_02_9923001', 'cat__eInjury_04_Not Recorded', 'cat__ePatient_14_2514011.0', 'cat__eResponse_09_None/No Delay']
40	0.8582297615048706	0.8575099511261148	['cat__eVitals_29_Not Applicable', 'cat__eScene_08_Not Applicable', 'cat__eVitals_20_No verbal/vocal response (All Age Groups)', 'cat__NasemsoRegion_East          ', 'cat__eDisposition_17_Emergent (Immediate Response)', 'cat__eMedications_02_9923001', 'cat__USCensusRegion_South    ', 'cat__eVitals_21_Obeys commands (>2Years); Appropriate response to stimulation', 'cat__USCensusRegion_Midwest  ', 'cat__eProcedures_02_9923001', 'cat__USCensusRegion_Midwest  ', 'cat__eMedications_02_Not Applicable', 'cat__eMedications_02_Not Applicable', 'cat__NasemsoRegion_              ', 'cat__eVitals_19_8801023', 'cat__USCensusRegion_         ', 'cat__eVitals_31_8801019', 'cat__eArrest_05_9923003', 'cat__eProcedures_02_Not Applicable', 'cat__eVitals_31_Not Applicable', 'cat__eSituation_07_Not Recorded', 'num__eVitals_12', 'cat__eVitals_27_8801023', 'cat__eSituation_08_Not Recorded', 'cat__NasemsoRegion_Western Plains', 'cat__ePatient_16_Years', 'cat__eDisposition_16_Air Medical-Fixed Wing', 'cat__ePatient_16_Years', 'cat__ePatient_16_Years', 'cat__eResponse_08_None/No Delay', 'cat__eProtocol_02_3602003.0', 'cat__eOther_05_9923001.0', 'cat__eResponse_23_Emergent (Immediate Response)', 'cat__eOther_05_9923001.0', 'cat__eInjury_04_Not Recorded', 'cat__eInjury_04_Not Recorded', 'cat__eInjury_03_Not Recorded', 'cat__ePatient_13_Male', 'cat__eResponse_09_None/No Delay', 'cat__eResponse_11_None/No Delay']
41	0.8595314074571716	0.8582153474076687	['cat__eVitals_29_Not Applicable', 'cat__eScene_08_Not Applicable', 'cat__eVitals_20_No verbal/vocal response (All Age Groups)', 'cat__NasemsoRegion_East          ', 'cat__eDisposition_17_Emergent (Immediate Response)', 'cat__eMedications_02_9923001', 'cat__USCensusRegion_South    ', 'cat__eVitals_21_Obeys commands (>2Years); Appropriate response to stimulation', 'cat__USCensusRegion_Midwest  ', 'cat__eProcedures_02_9923001', 'cat__USCensusRegion_Midwest  ', 'cat__eMedications_02_Not Applicable', 'cat__eMedications_02_Not Applicable', 'cat__USCensusRegion_         ', 'cat__eVitals_19_8801023', 'cat__USCensusRegion_         ', 'cat__eVitals_31_8801019', 'cat__eArrest_05_9923003', 'cat__eProcedures_02_Not Applicable', 'cat__eVitals_31_Not Applicable', 'cat__eSituation_07_Not Recorded', 'cat__eVitals_19_Incomprehensible sounds (>2 Years); Inconsolable, agitated', 'cat__eVitals_27_8801023', 'cat__eSituation_08_Not Recorded', 'cat__NasemsoRegion_Western Plains', 'cat__ePatient_16_Years', 'cat__eDisposition_16_Air Medical-Fixed Wing', 'cat__ePatient_16_Years', 'cat__eResponse_07_2207003   ', 'cat__ePatient_13_Male', 'cat__eProtocol_02_3602003.0', 'cat__eOther_05_9923001.0', 'cat__NasemsoRegion_Western Plains', 'cat__eInjury_04_Not Recorded', 'cat__eOther_05_9923001.0', 'cat__eInjury_04_Not Recorded', 'cat__eVitals_02_9923001', 'cat__ePatient_13_Male', 'cat__ePatient_14_2514011.0', 'cat__eInjury_03_Not Recorded', 'cat__eResponse_09_None/No Delay']
42	0.8591619079610346	0.8566533984985136	['cat__eVitals_29_Not Applicable', 'cat__eScene_08_Not Applicable', 'cat__eVitals_20_No verbal/vocal response (All Age Groups)', 'cat__NasemsoRegion_East          ', 'cat__eDisposition_17_Emergent (Immediate Response)', 'cat__eMedications_02_9923001', 'cat__USCensusRegion_South    ', 'cat__eVitals_21_Obeys commands (>2Years); Appropriate response to stimulation', 'cat__USCensusRegion_Midwest  ', 'cat__eProcedures_02_9923001', 'cat__USCensusRegion_Midwest  ', 'cat__eMedications_02_Not Applicable', 'cat__eMedications_02_Not Applicable', 'cat__USCensusDivision_                  ', 'cat__eVitals_19_8801023', 'cat__NasemsoRegion_              ', 'cat__eVitals_31_8801019', 'cat__eArrest_05_9923003', 'cat__eProcedures_02_Not Applicable', 'cat__eVitals_31_Not Applicable', 'cat__eSituation_07_Not Recorded', 'num__eVitals_12', 'cat__eVitals_27_8801023', 'cat__eSituation_08_Not Recorded', 'cat__NasemsoRegion_Western Plains', 'cat__ePatient_16_Years', 'cat__eDisposition_16_Air Medical-Fixed Wing', 'cat__ePatient_16_Years', 'cat__eResponse_07_2207003   ', 'cat__ePatient_13_Male', 'cat__eProtocol_02_3602003.0', 'cat__eResponse_08_None/No Delay', 'cat__eInjury_04_Not Recorded', 'cat__eScene_07_Not Recorded', 'cat__eOther_05_9923003.0', 'cat__eVitals_02_9923001', 'cat__ePatient_14_2514011.0', 'cat__ePatient_14_2514011.0', 'cat__eResponse_09_None/No Delay', 'cat__eResponse_09_None/No Delay', 'cat__eVitals_30_Cincinnati', 'cat__eResponse_10_None/No Delay']
43	0.8598757138058448	0.8585176600997632	['cat__eVitals_29_Not Applicable', 'cat__eScene_08_Not Applicable', 'cat__eVitals_20_No verbal/vocal response (All Age Groups)', 'cat__NasemsoRegion_East          ', 'cat__eDisposition_17_Emergent (Immediate Response)', 'cat__eMedications_02_9923001', 'cat__USCensusRegion_South    ', 'cat__eVitals_21_Obeys commands (>2Years); Appropriate response to stimulation', 'cat__USCensusRegion_Midwest  ', 'cat__eProcedures_02_9923001', 'cat__USCensusRegion_Midwest  ', 'cat__eMedications_02_Not Applicable', 'cat__eMedications_02_Not Applicable', 'cat__USCensusDivision_                  ', 'cat__eVitals_19_8801023', 'cat__USCensusDivision_                  ', 'cat__eVitals_31_8801019', 'cat__eArrest_05_9923003', 'cat__eProcedures_02_Not Applicable', 'cat__eVitals_31_Not Applicable', 'cat__eSituation_07_Not Recorded', 'num__eVitals_12', 'cat__eVitals_27_8801023', 'cat__eSituation_08_Not Recorded', 'cat__NasemsoRegion_Western Plains', 'cat__ePatient_16_Years', 'cat__eDisposition_16_Air Medical-Fixed Wing', 'cat__ePatient_16_Years', 'cat__eResponse_07_2207003   ', 'cat__eOther_05_9923003.0', 'cat__eResponse_08_None/No Delay', 'cat__eProtocol_02_3602003.0', 'cat__eInjury_04_Not Recorded', 'cat__eResponse_08_None/No Delay', 'cat__eProtocol_02_3602003.0', 'cat__eVitals_02_9923001', 'cat__ePatient_14_2514011.0', 'cat__eInjury_03_Not Recorded', 'cat__eResponse_09_None/No Delay', 'cat__eResponse_09_None/No Delay', 'cat__eResponse_11_None/No Delay', 'cat__eResponse_11_Not Recorded', 'cat__eResponse_11_None/No Delay']
44	0.8610094054417199	0.8588703582405401	['cat__eVitals_29_Not Applicable', 'cat__eScene_08_Not Applicable', 'cat__eVitals_20_No verbal/vocal response (All Age Groups)', 'cat__NasemsoRegion_East          ', 'cat__eDisposition_17_Emergent (Immediate Response)', 'cat__eMedications_02_9923001', 'cat__USCensusRegion_South    ', 'cat__eVitals_21_Obeys commands (>2Years); Appropriate response to stimulation', 'cat__USCensusRegion_Midwest  ', 'cat__eProcedures_02_9923001', 'cat__USCensusRegion_Midwest  ', 'cat__eMedications_02_Not Applicable', 'cat__eMedications_02_Not Applicable', 'cat__USCensusDivision_                  ', 'cat__eVitals_19_8801023', 'cat__USCensusRegion_         ', 'cat__eVitals_31_8801019', 'cat__eArrest_05_9923003', 'cat__eProcedures_02_Not Applicable', 'cat__eVitals_31_Not Applicable', 'cat__eSituation_07_Not Recorded', 'num__eVitals_12', 'cat__eVitals_27_8801023', 'cat__eSituation_08_Not Recorded', 'cat__NasemsoRegion_Western Plains', 'cat__ePatient_16_Years', 'cat__eDisposition_16_Air Medical-Fixed Wing', 'cat__ePatient_16_Years', 'cat__eResponse_07_2207003   ', 'cat__eResponse_08_None/No Delay', 'cat__eProtocol_02_3602003.0', 'cat__eResponse_08_None/No Delay', 'cat__eInjury_04_Not Recorded', 'cat__eResponse_23_Emergent (Immediate Response)', 'cat__eScene_07_Not Recorded', 'cat__eVitals_02_9923001', 'cat__eInjury_04_Not Recorded', 'cat__ePatient_13_Female', 'cat__eResponse_09_None/No Delay', 'cat__eResponse_11_None/No Delay', 'cat__eResponse_10_None/No Delay', 'cat__eVitals_30_Cincinnati', 'cat__eResponse_11_Not Recorded', 'cat__eResponse_11_None/No Delay']
45	0.8610010077258986	0.859097092759611	['cat__eVitals_29_Not Applicable', 'cat__eScene_08_Not Applicable', 'cat__eVitals_20_No verbal/vocal response (All Age Groups)', 'cat__NasemsoRegion_East          ', 'cat__eDisposition_17_Emergent (Immediate Response)', 'cat__eMedications_02_9923001', 'cat__USCensusRegion_South    ', 'cat__eVitals_21_Obeys commands (>2Years); Appropriate response to stimulation', 'cat__USCensusRegion_Midwest  ', 'cat__eProcedures_02_9923001', 'cat__USCensusRegion_Midwest  ', 'cat__eMedications_02_Not Applicable', 'cat__eMedications_02_Not Applicable', 'cat__USCensusDivision_                  ', 'cat__eVitals_19_8801023', 'cat__USCensusDivision_                  ', 'cat__eVitals_31_8801019', 'cat__eArrest_05_9923003', 'cat__eProcedures_02_Not Applicable', 'cat__eVitals_31_Not Applicable', 'cat__eSituation_07_Not Recorded', 'num__eVitals_12', 'cat__eVitals_27_8801023', 'cat__eSituation_08_Not Recorded', 'cat__NasemsoRegion_Western Plains', 'cat__ePatient_16_Years', 'cat__eDisposition_16_Air Medical-Fixed Wing', 'cat__ePatient_16_Years', 'cat__eResponse_23_Emergent (Immediate Response)', 'cat__eResponse_08_None/No Delay', 'cat__eResponse_08_None/No Delay', 'cat__eProtocol_02_3602003.0', 'cat__eInjury_04_Not Recorded', 'cat__NasemsoRegion_Western Plains', 'cat__eProtocol_02_3602003.0', 'cat__eInjury_04_Not Recorded', 'cat__eInjury_03_Not Recorded', 'cat__ePatient_13_Female', 'cat__ePatient_14_2514011.0', 'cat__eResponse_09_None/No Delay', 'cat__eResponse_09_None/No Delay', 'cat__eResponse_11_None/No Delay', 'cat__eResponse_09_None/No Delay', 'cat__eMedications_02_9923003', 'cat__eResponse_11_None/No Delay']
46	0.8615216661068189	0.8592482491056583	['cat__eVitals_29_Not Applicable', 'cat__eScene_08_Not Applicable', 'cat__eVitals_20_No verbal/vocal response (All Age Groups)', 'cat__NasemsoRegion_East          ', 'cat__eDisposition_17_Emergent (Immediate Response)', 'cat__eMedications_02_9923001', 'cat__USCensusRegion_South    ', 'cat__eVitals_21_Obeys commands (>2Years); Appropriate response to stimulation', 'cat__USCensusRegion_Midwest  ', 'cat__eProcedures_02_9923001', 'cat__USCensusRegion_Midwest  ', 'cat__eMedications_02_Not Applicable', 'cat__eMedications_02_Not Applicable', 'cat__NasemsoRegion_              ', 'cat__eVitals_19_8801023', 'cat__USCensusDivision_                  ', 'cat__eVitals_31_8801019', 'cat__eArrest_05_9923003', 'cat__eProcedures_02_Not Applicable', 'cat__eVitals_31_Not Applicable', 'cat__eSituation_07_Not Recorded', 'cat__eVitals_19_Incomprehensible sounds (>2 Years); Inconsolable, agitated', 'cat__eVitals_27_8801023', 'cat__eSituation_08_Not Recorded', 'cat__NasemsoRegion_Western Plains', 'cat__ePatient_16_Years', 'cat__eDisposition_16_Air Medical-Fixed Wing', 'cat__eResponse_23_Emergent (Immediate Response)', 'cat__eOther_05_9923001.0', 'cat__ePatient_13_Male', 'cat__eProtocol_02_3602003.0', 'cat__eResponse_08_None/No Delay', 'cat__eOther_05_9923001.0', 'cat__NasemsoRegion_Western Plains', 'cat__eInjury_04_Not Recorded', 'cat__eInjury_04_Not Recorded', 'cat__ePatient_13_Female', 'cat__eInjury_03_Not Recorded', 'cat__eResponse_09_None/No Delay', 'cat__eResponse_09_None/No Delay', 'cat__eResponse_10_None/No Delay', 'cat__eVitals_30_Cincinnati', 'cat__eResponse_10_None/No Delay', 'cat__eMedications_02_9923003', 'cat__eResponse_11_None/No Delay', 'cat__eHistory_17_8801015']
47	0.8618743701713134	0.8596009472464352	['cat__eVitals_29_Not Applicable', 'cat__eScene_08_Not Applicable', 'cat__eVitals_20_No verbal/vocal response (All Age Groups)', 'cat__NasemsoRegion_East          ', 'cat__eDisposition_17_Emergent (Immediate Response)', 'cat__eMedications_02_9923001', 'cat__USCensusRegion_South    ', 'cat__eVitals_21_Obeys commands (>2Years); Appropriate response to stimulation', 'cat__USCensusRegion_Midwest  ', 'cat__eProcedures_02_9923001', 'cat__USCensusRegion_Midwest  ', 'cat__eMedications_02_Not Applicable', 'cat__eMedications_02_Not Applicable', 'cat__USCensusDivision_                  ', 'cat__eVitals_19_8801023', 'cat__USCensusDivision_                  ', 'cat__eVitals_31_8801019', 'cat__eArrest_05_9923003', 'cat__eProcedures_02_Not Applicable', 'cat__eVitals_31_Not Applicable', 'cat__eSituation_07_Not Recorded', 'num__eVitals_12', 'cat__eVitals_27_8801023', 'cat__eSituation_08_Not Recorded', 'cat__NasemsoRegion_Western Plains', 'cat__ePatient_16_Years', 'cat__eDisposition_16_Air Medical-Fixed Wing', 'cat__ePatient_16_Years', 'cat__eResponse_07_2207003   ', 'cat__ePatient_13_Male', 'cat__eResponse_08_None/No Delay', 'cat__eProtocol_02_3602003.0', 'cat__eInjury_04_Not Recorded', 'cat__NasemsoRegion_Western Plains', 'cat__eProtocol_02_3602003.0', 'cat__eInjury_04_Not Recorded', 'cat__eInjury_03_Not Recorded', 'cat__ePatient_14_2514011.0', 'cat__eResponse_09_None/No Delay', 'cat__eResponse_09_None/No Delay', 'cat__eInjury_03_Not Recorded', 'cat__eMedications_02_9923003', 'cat__eResponse_11_None/No Delay', 'cat__eMedications_06_Milligrams (mg)', 'cat__eResponse_11_None/No Delay', 'cat__eResponse_10_None/No Delay', 'cat__eHistory_17_8801015']
48	0.8606650990930467	0.8581145765103039	['cat__eVitals_29_Not Applicable', 'cat__eScene_08_Not Applicable', 'cat__eVitals_20_No verbal/vocal response (All Age Groups)', 'cat__NasemsoRegion_East          ', 'cat__eDisposition_17_Emergent (Immediate Response)', 'cat__eMedications_02_9923001', 'cat__USCensusRegion_South    ', 'cat__eVitals_21_Obeys commands (>2Years); Appropriate response to stimulation', 'cat__USCensusRegion_Midwest  ', 'cat__eProcedures_02_9923001', 'cat__USCensusRegion_Midwest  ', 'cat__eMedications_02_Not Applicable', 'cat__eMedications_02_Not Applicable', 'cat__USCensusDivision_                  ', 'cat__eVitals_19_8801023', 'cat__USCensusDivision_                  ', 'cat__eVitals_31_8801019', 'cat__eArrest_05_9923003', 'cat__eProcedures_02_Not Applicable', 'cat__eVitals_31_Not Applicable', 'cat__eSituation_07_Not Recorded', 'num__eVitals_12', 'cat__eVitals_27_8801023', 'cat__eSituation_08_Not Recorded', 'cat__NasemsoRegion_Western Plains', 'cat__ePatient_16_Years', 'cat__eDisposition_16_Air Medical-Fixed Wing', 'cat__ePatient_16_Years', 'cat__eResponse_07_2207003   ', 'cat__ePatient_13_Male', 'cat__eProtocol_02_3602003.0', 'cat__eResponse_08_None/No Delay', 'cat__eResponse_23_Emergent (Immediate Response)', 'cat__eInjury_04_Not Recorded', 'cat__eOther_05_9923003.0', 'cat__eInjury_03_Not Recorded', 'cat__ePatient_14_2514011.0', 'cat__eInjury_03_Not Recorded', 'cat__ePatient_14_2514011.0', 'cat__eResponse_09_None/No Delay', 'cat__eResponse_09_None/No Delay', 'cat__eMedications_02_9923003', 'cat__eVitals_30_Cincinnati', 'cat__eResponse_11_None/No Delay', 'cat__eResponse_24_Lights and Sirens', 'cat__eVitals_26_Verbal', 'cat__eHistory_01_None Noted', 'cat__eArrest_12_No']
49	0.8619163587504198	0.8591474782082934	['cat__eVitals_29_Not Applicable', 'cat__eScene_08_Not Applicable', 'cat__eVitals_20_No verbal/vocal response (All Age Groups)', 'cat__NasemsoRegion_East          ', 'cat__eDisposition_17_Emergent (Immediate Response)', 'cat__eMedications_02_9923001', 'cat__USCensusRegion_South    ', 'cat__eVitals_21_Obeys commands (>2Years); Appropriate response to stimulation', 'cat__USCensusRegion_Midwest  ', 'cat__eProcedures_02_9923001', 'cat__USCensusRegion_Midwest  ', 'cat__eMedications_02_Not Applicable', 'cat__eMedications_02_Not Applicable', 'cat__USCensusDivision_                  ', 'cat__eVitals_19_8801023', 'cat__USCensusDivision_                  ', 'cat__eVitals_31_8801019', 'cat__eArrest_05_9923003', 'cat__eProcedures_02_Not Applicable', 'cat__eVitals_31_Not Applicable', 'cat__eSituation_07_Not Recorded', 'num__eVitals_12', 'cat__eVitals_27_8801023', 'cat__eSituation_08_Not Recorded', 'cat__NasemsoRegion_Western Plains', 'cat__ePatient_16_Years', 'cat__eDisposition_16_Air Medical-Fixed Wing', 'cat__ePatient_16_Years', 'cat__eResponse_07_2207003   ', 'cat__ePatient_13_Male', 'cat__eResponse_08_None/No Delay', 'cat__eProtocol_02_3602003.0', 'cat__NasemsoRegion_Western Plains', 'cat__eInjury_04_Not Recorded', 'cat__eInjury_04_Not Recorded', 'cat__eOther_05_9923003.0', 'cat__eInjury_03_Not Recorded', 'cat__ePatient_14_2514011.0', 'cat__eResponse_09_None/No Delay', 'cat__ePatient_13_Female', 'cat__eInjury_03_Not Recorded', 'cat__eMedications_06_Milligrams (mg)', 'cat__ePatient_14_2514011.0', 'cat__eVitals_30_Cincinnati', 'cat__eResponse_11_Not Recorded', 'cat__eResponse_10_None/No Delay', 'cat__eResponse_11_None/No Delay', 'cat__eResponse_05_911 Response (Scene)', 'cat__eArrest_12_No']
50	0.862117903930131	0.8595505617977528	['cat__eVitals_29_Not Applicable', 'cat__eScene_08_Not Applicable', 'cat__eVitals_20_No verbal/vocal response (All Age Groups)', 'cat__NasemsoRegion_East          ', 'cat__eDisposition_17_Emergent (Immediate Response)', 'cat__eMedications_02_9923001', 'cat__USCensusRegion_South    ', 'cat__eVitals_21_Obeys commands (>2Years); Appropriate response to stimulation', 'cat__USCensusRegion_Midwest  ', 'cat__eProcedures_02_9923001', 'cat__USCensusRegion_Midwest  ', 'cat__eMedications_02_Not Applicable', 'cat__eMedications_02_Not Applicable', 'cat__USCensusRegion_         ', 'cat__eVitals_19_8801023', 'cat__USCensusRegion_         ', 'cat__eVitals_31_8801019', 'cat__eArrest_05_9923003', 'cat__eProcedures_02_Not Applicable', 'cat__eVitals_31_Not Applicable', 'cat__eSituation_07_Not Recorded', 'num__eVitals_12', 'cat__eVitals_27_8801023', 'cat__eSituation_08_Not Recorded', 'cat__NasemsoRegion_Western Plains', 'cat__ePatient_16_Years', 'cat__eDisposition_16_Air Medical-Fixed Wing', 'cat__ePatient_16_Years', 'cat__eOther_05_9923001.0', 'cat__ePatient_13_Male', 'cat__eProtocol_02_3602003.0', 'cat__eResponse_08_None/No Delay', 'cat__eInjury_04_Not Recorded', 'cat__eResponse_23_Emergent (Immediate Response)', 'cat__eOther_05_9923001.0', 'cat__eInjury_04_Not Recorded', 'cat__eInjury_03_Not Recorded', 'cat__ePatient_14_2514011.0', 'cat__ePatient_14_2514011.0', 'cat__eResponse_09_None/No Delay', 'cat__eResponse_09_None/No Delay', 'cat__eResponse_11_Not Recorded', 'cat__eResponse_11_None/No Delay', 'cat__eResponse_10_None/No Delay', 'cat__eResponse_07_2207003   ', 'cat__eResponse_10_None/No Delay', 'cat__eArrest_12_No', 'cat__eArrest_12_No', 'cat__eHistory_17_8801015', 'cat__eArrest_12_No']
51	0.8621598925092375	0.8599536453872122	['cat__eVitals_29_Not Applicable', 'cat__eScene_08_Not Applicable', 'cat__eVitals_20_No verbal/vocal response (All Age Groups)', 'cat__NasemsoRegion_East          ', 'cat__eDisposition_17_Emergent (Immediate Response)', 'cat__eMedications_02_9923001', 'cat__USCensusRegion_South    ', 'cat__eVitals_21_Obeys commands (>2Years); Appropriate response to stimulation', 'cat__USCensusRegion_Midwest  ', 'cat__eProcedures_02_9923001', 'cat__USCensusRegion_Midwest  ', 'cat__eMedications_02_Not Applicable', 'cat__eMedications_02_Not Applicable', 'cat__USCensusDivision_                  ', 'cat__eVitals_19_8801023', 'cat__USCensusDivision_                  ', 'cat__eVitals_31_8801019', 'cat__eArrest_05_9923003', 'cat__eProcedures_02_Not Applicable', 'cat__eVitals_31_Not Applicable', 'cat__eSituation_07_Not Recorded', 'num__eVitals_12', 'cat__eVitals_27_8801023', 'cat__eSituation_08_Not Recorded', 'cat__NasemsoRegion_Western Plains', 'cat__ePatient_16_Years', 'cat__eDisposition_16_Air Medical-Fixed Wing', 'cat__ePatient_16_Years', 'cat__eResponse_07_2207003   ', 'cat__eResponse_08_None/No Delay', 'cat__eProtocol_02_3602003.0', 'cat__eResponse_08_None/No Delay', 'cat__eInjury_04_Not Recorded', 'cat__eInjury_04_Not Recorded', 'cat__eScene_07_Not Recorded', 'cat__eInjury_03_Not Recorded', 'cat__ePatient_13_Female', 'cat__ePatient_13_Female', 'cat__eResponse_09_None/No Delay', 'cat__eInjury_03_Not Recorded', 'cat__ePatient_14_2514011.0', 'cat__ePatient_14_2514011.0', 'cat__eVitals_30_Cincinnati', 'cat__eResponse_11_Not Recorded', 'cat__eVitals_02_9923001', 'cat__eMedications_02_9923003', 'cat__eResponse_11_None/No Delay', 'cat__eArrest_12_No', 'cat__eResponse_12_Not Recorded', 'cat__eHistory_17_8801015', 'cat__eArrest_12_No']
